freejoint_x,freejoint_y,freejoint_z,freejoint_rw,freejoint_rx,freejoint_ry,freejoint_rz,headr_w,headr_x,headr_y,headr_z,lclaviclery,lclaviclerz,lfemurr_w,lfemurr_x,lfemurr_y,lfemurr_z,lfootrx,lfootrz,lhumerusr_w,lhumerusr_x,lhumerusr_y,lhumerusr_z,lowerbackr_w,lowerbackr_x,lowerbackr_y,lowerbackr_z,lowerneckr_w,lowerneckr_x,lowerneckr_y,lowerneckr_z,lradiusrx,ltibiarx,ltoesrx,rclaviclery,rclaviclerz,rfemurr_w,rfemurr_x,rfemurr_y,rfemurr_z,rfootrx,rfootrz,rhumerusr_w,rhumerusr_x,rhumerusr_y,rhumerusr_z,rradiusrx,rtibiarx,rtoesrx,thoraxr_w,thoraxr_x,thoraxr_y,thoraxr_z,upperbackry,upperbackrz,upperneckr_w,upperneckr_x,upperneckr_y,upperneckr_z
0.2262765,4.496888,0.8878299,-0.9962786,0.01272477,0.05240926,0.06723224,0.9995997,-0.001765787,-0.02543066,0.01227101,0.03100944,-0.3070373,0.9660586,-0.2464528,0.05103847,0.05819711,-0.2261936,0.01509165,0.8037372,-0.4295464,-0.1869327,0.3668141,0.9986275,-0.03405014,0.0009948901,0.03978438,0.9985592,0.008721498,-0.01157282,0.05166842,0.5495462,0.2563323,-0.05733806,0.007665067,0.3138784,0.989421,0.1272447,0.01170436,0.06868751,-0.04551161,0.02308189,0.8630426,-0.2017356,0.09065619,-0.4541384,0.867781,0.6494176,-0.5400053,0.9972502,0.0004145551,0.06836271,-0.02860769,0.03840271,0.02774997,0.9997671,-0.006017126,0.02051411,0.002966575
0.2262222,4.50655,0.8888879,-0.9963011,0.01424155,0.05344412,0.06576568,0.9995971,-0.003896353,-0.02510247,0.01266209,0.03089811,-0.3072393,0.9670504,-0.2431195,0.04834766,0.058043,-0.2100926,0.02049914,0.8046954,-0.427832,-0.18568,0.3673527,0.9985965,-0.03575309,0.00202739,0.03902057,0.9985923,0.008882321,-0.01175339,0.05095525,0.5515482,0.2614221,-0.05140236,0.007195313,0.3140225,0.9902127,0.1198422,0.01284721,0.07036735,-0.000221938,0.01825103,0.861852,-0.2088936,0.09573387,-0.4521169,0.8723205,0.6787361,-0.5148685,0.997345,-0.001053407,0.06723493,-0.02795045,0.03654239,0.02787577,0.9997482,-0.006220596,0.02120975,0.003869428
0.226199,4.515989,0.8899895,-0.9963806,0.01540402,0.05377135,0.06400752,0.999594,-0.004590864,-0.02503259,0.01280977,0.02994755,-0.3075077,0.9679398,-0.2402825,0.04566282,0.0571998,-0.1965187,0.02490837,0.8058493,-0.4259357,-0.1843218,0.3677109,0.9986051,-0.03678798,0.002911419,0.03776282,0.9986268,0.008847866,-0.01180245,0.05026756,0.553634,0.2686336,-0.04623524,0.006555666,0.3142465,0.9909766,0.1125277,0.01404948,0.07145299,0.04652089,0.01373244,0.8605235,-0.2158296,0.1006468,-0.450319,0.8757384,0.706704,-0.4870774,0.9974349,-0.002485886,0.06604602,-0.0274864,0.03481722,0.02745236,0.9997256,-0.006770828,0.02189799,0.004822474
0.2261874,4.525295,0.8910524,-0.9965115,0.01702213,0.05355654,0.06169862,0.9995885,-0.006467308,-0.02461173,0.01323769,0.02886101,-0.3079656,0.9685526,-0.2387642,0.04229475,0.05575585,-0.1822635,0.02878392,0.8072054,-0.4233819,-0.1832183,0.3682366,0.9986066,-0.03814331,0.003715,0.03627876,0.9986663,0.008872654,-0.01183275,0.04946458,0.5550474,0.2778938,-0.04079133,0.005907811,0.3138479,0.9917696,0.1047057,0.01506939,0.07213059,0.09100696,0.01017676,0.85901,-0.2226385,0.1051108,-0.4488715,0.8771339,0.732883,-0.4555522,0.9975537,-0.003865273,0.06447278,-0.02673858,0.03286805,0.02603547,0.9997072,-0.006794144,0.02256662,0.005477649
0.2261709,4.53439,0.8920879,-0.99668,0.01827483,0.0528223,0.05920184,0.9995833,-0.007014864,-0.02458914,0.01339161,0.02708665,-0.3084039,0.9691123,-0.2375071,0.03898395,0.05377587,-0.170358,0.03168681,0.8087243,-0.4207354,-0.181991,0.3685457,0.998641,-0.03881942,0.004422882,0.03449211,0.9987096,0.008809634,-0.011725,0.04862266,0.5565087,0.2887518,-0.03611841,0.005070169,0.3134052,0.9924935,0.09723084,0.01619745,0.07239198,0.1310296,0.006977306,0.8574132,-0.2291469,0.1093489,-0.447635,0.8777217,0.7568153,-0.4226248,0.9976629,-0.005221445,0.06286675,-0.02625388,0.03100839,0.02442105,0.9996837,-0.007149789,0.02329834,0.006208818
0.226112,4.54336,0.8930613,-0.9968656,0.01977581,0.05193713,0.0563064,0.9995756,-0.008627768,-0.02416381,0.0137961,0.02543619,-0.3089797,0.9694857,-0.2370696,0.03515812,0.05156898,-0.1569867,0.03385651,0.8104087,-0.4175184,-0.180915,0.3690338,0.9986638,-0.03960553,0.005062501,0.03280732,0.998757,0.008861011,-0.01152178,0.04767831,0.5574739,0.3008861,-0.03142225,0.004300938,0.3124387,0.9931961,0.08954525,0.01694111,0.07249919,0.1584263,0.004100771,0.855748,-0.2353852,0.113098,-0.446652,0.8763887,0.7787024,-0.3889743,0.9977868,-0.006493549,0.06099406,-0.02567217,0.0287776,0.02246768,0.9996674,-0.007050602,0.0239128,0.006597191
0.2260144,4.552139,0.8940152,-0.9970599,0.02080976,0.05085492,0.05340718,0.9995685,-0.009053134,-0.02421628,0.01394699,0.02333199,-0.3096127,0.9698817,-0.2364775,0.03147002,0.04916915,-0.1453762,0.0352072,0.8122144,-0.4141822,-0.1796588,0.3694368,0.998714,-0.03966852,0.005652609,0.0310611,0.9988091,0.008876507,-0.01121969,0.04664388,0.5580131,0.3137426,-0.02746646,0.003489362,0.3114549,0.9938206,0.08220328,0.01780934,0.07242968,0.1772953,0.001538047,0.8541085,-0.2412534,0.1166262,-0.445751,0.8742868,0.7974717,-0.3561754,0.9979016,-0.007691635,0.05910561,-0.02529479,0.02671708,0.02069119,0.9996448,-0.007220748,0.02466804,0.007049421
0.2258709,4.560755,0.894979,-0.9972595,0.02177176,0.04967554,0.05031751,0.9995582,-0.01041778,-0.02387217,0.0143173,0.02149626,-0.310384,0.9702252,-0.236083,0.02744196,0.04663534,-0.1357,0.0363653,0.8141533,-0.4102838,-0.1784098,0.3701238,0.9987689,-0.03952993,0.006251904,0.02931032,0.9988625,0.009079925,-0.01075224,0.04555932,0.5578579,0.3271232,-0.0237502,0.00300156,0.3103359,0.9944279,0.07473321,0.01811303,0.07211066,0.1837585,-0.001028363,0.8525276,-0.2467578,0.1197305,-0.4449404,0.8700705,0.813501,-0.324785,0.9980195,-0.008778542,0.05708049,-0.02493712,0.02414937,0.01914623,0.9996316,-0.007068418,0.0252034,0.007171369
0.2256906,4.569169,0.8960002,-0.9974557,0.02227835,0.04833735,0.04742655,0.9995484,-0.01076743,-0.02402386,0.01448495,0.01929681,-0.3112677,0.9706408,-0.2352794,0.02374718,0.0440017,-0.1298973,0.03740526,0.8161672,-0.4062347,-0.1769344,0.370862,0.9988458,-0.03875325,0.006824399,0.02754305,0.9989192,0.009266808,-0.01024776,0.0443796,0.5568899,0.3404664,-0.02068452,0.002715459,0.3094333,0.9949964,0.06722641,0.01850133,0.07155802,0.1851898,-0.003543484,0.8510439,-0.2518881,0.1226609,-0.4441068,0.865052,0.8271164,-0.2945325,0.9981304,-0.009730814,0.05505906,-0.02468818,0.02192894,0.01771586,0.9996111,-0.007095635,0.02594186,0.007368438
0.225467,4.577412,0.897088,-0.9976507,0.02264131,0.04698717,0.0444136,0.9995353,-0.01186364,-0.02380384,0.01489213,0.01740225,-0.3121992,0.9710615,-0.2343774,0.01996345,0.0413303,-0.1274093,0.03859606,0.8182476,-0.4017055,-0.1754104,0.3719339,0.9989244,-0.03777583,0.007406677,0.02584983,0.9989755,0.009622035,-0.009506748,0.04318701,0.5553595,0.3536288,-0.01804141,0.002912082,0.3085951,0.9955577,0.05943841,0.01808253,0.07074665,0.1777919,-0.006903071,0.8496408,-0.2566211,0.1252202,-0.4433688,0.8579561,0.8392439,-0.2662178,0.9982415,-0.01049008,0.05293463,-0.02453091,0.01909925,0.01663213,0.9996017,-0.006842227,0.02640183,0.007247887
0.2252034,4.585481,0.8982643,-0.9978324,0.0226391,0.04560718,0.04169009,0.9995224,-0.01216391,-0.02406439,0.01509623,0.01518451,-0.3131752,0.9715918,-0.2328833,0.01664569,0.03869895,-0.1275517,0.03955945,0.8203275,-0.3970862,-0.1736752,0.3731249,0.9990117,-0.0363635,0.007960954,0.02428799,0.9990336,0.0100258,-0.008790255,0.041881,0.5529204,0.365792,-0.01584198,0.003413773,0.3079845,0.9960822,0.05134647,0.01768515,0.06979194,0.1687906,-0.01010012,0.8483281,-0.2610465,0.1276731,-0.4425988,0.8502657,0.8508673,-0.2386178,0.9983472,-0.01107485,0.05081978,-0.02444725,0.01666824,0.01566038,0.9995842,-0.006694634,0.02710387,0.007214019
0.2249109,4.593435,0.8994949,-0.9980171,0.02243897,0.04424737,0.03873579,0.9995064,-0.01293964,-0.02401367,0.01558245,0.01326223,-0.3139947,0.9721849,-0.2310414,0.01339285,0.03601428,-0.1298811,0.04017096,0.8223751,-0.3921412,-0.1719044,0.3746643,0.9990965,-0.03483757,0.008407128,0.02284494,0.9990909,0.01047126,-0.007826393,0.04057788,0.5500273,0.377092,-0.01386176,0.004232815,0.307345,0.9965759,0.04316492,0.01630622,0.06861001,0.1544143,-0.014514,0.847064,-0.2650254,0.1297417,-0.4420534,0.8408467,0.8631001,-0.2131228,0.9984574,-0.011361,0.04855701,-0.02441355,0.013618,0.0149071,0.9995773,-0.00623435,0.02755646,0.006860744
0.2245947,4.601283,0.9008052,-0.9981929,0.0219517,0.04286609,0.03593853,0.99949,-0.01319595,-0.02438673,0.01583744,0.01106327,-0.3147089,0.9729024,-0.2285567,0.01055082,0.03333763,-0.1338877,0.04040396,0.8243634,-0.3871736,-0.1699932,0.3763295,0.9991823,-0.03308627,0.008776525,0.02151884,0.9991473,0.01106079,-0.006928258,0.03917042,0.5462107,0.3869595,-0.01216907,0.005235666,0.3069039,0.9970098,0.03482903,0.01496486,0.06733848,0.1403057,-0.01865022,0.8458693,-0.2687618,0.1317394,-0.4414939,0.8311101,0.8766567,-0.1882698,0.9985644,-0.01147691,0.04626933,-0.02442385,0.01085413,0.01424122,0.9995623,-0.00585372,0.02823348,0.006623302
0.2242775,4.609101,0.9021507,-0.998378,0.02123467,0.04141668,0.03278996,0.9994711,-0.01372283,-0.02455352,0.01631763,0.008993035,-0.3150667,0.9737197,-0.2255577,0.008014175,0.03048585,-0.1393065,0.03962984,0.8262223,-0.3820254,-0.1681619,0.3783317,0.9992645,-0.03132894,0.00891795,0.02023438,0.9992013,0.01157523,-0.005885073,0.03779034,0.5419901,0.3955643,-0.01053182,0.006112667,0.3064147,0.9973843,0.02686556,0.01295815,0.06583968,0.1223464,-0.02365958,0.8447276,-0.27194,0.1333747,-0.4412426,0.8198698,0.8909791,-0.1664747,0.9986765,-0.01124184,0.04384812,-0.02441559,0.007614544,0.01356655,0.9995549,-0.005150005,0.02874932,0.006082799
0.2239513,4.616891,0.9035681,-0.9985541,0.02039297,0.03994817,0.02963095,0.9994513,-0.0139575,-0.02502568,0.016614,0.0067113,-0.3152085,0.9746284,-0.2220437,0.005821592,0.02760863,-0.1457697,0.03827851,0.8279872,-0.3768899,-0.1662834,0.3804485,0.9993399,-0.02959914,0.008962353,0.01906071,0.999253,0.01228825,-0.004905862,0.03631062,0.5369058,0.4026492,-0.00907556,0.006943093,0.3061697,0.9976829,0.01899123,0.0112797,0.06435078,0.103332,-0.0278385,0.8436613,-0.2749296,0.1349595,-0.4409482,0.8084344,0.90516,-0.1463182,0.9987854,-0.01089428,0.0413682,-0.02444872,0.004579009,0.01292843,0.9995409,-0.004530711,0.02941684,0.005665468
0.2236318,4.624688,0.9050293,-0.9987294,0.01937685,0.03843312,0.0262112,0.9994296,-0.01439963,-0.0253999,0.01696551,0.004339642,-0.3149803,0.9756292,-0.2179994,0.004196438,0.02462451,-0.153083,0.03550253,0.8295654,-0.3716863,-0.164579,0.3828633,0.9994104,-0.02791496,0.00883067,0.01793443,0.9993016,0.01288498,-0.003890611,0.03486078,0.5314227,0.4083033,-0.0077322,0.007255421,0.3059599,0.9979138,0.01162798,0.009512911,0.0627887,0.08046314,-0.03191465,0.8426937,-0.2772821,0.1363083,-0.4409105,0.7956223,0.9174232,-0.1295973,0.9988911,-0.01028316,0.03888723,-0.02446679,0.001268703,0.01230243,0.999531,-0.003659787,0.02999425,0.004964587
0.2233029,4.632482,0.9065637,-0.9988886,0.01841124,0.03690716,0.02281545,0.9994071,-0.01465593,-0.02593308,0.01726825,0.001841189,-0.3145643,0.9766793,-0.2135905,0.002851177,0.02164703,-0.1609329,0.03225042,0.8310348,-0.3665173,-0.1628632,0.3853853,0.9994704,-0.02640815,0.008656511,0.01692789,0.9993487,0.01363296,-0.002919665,0.03328423,0.5251755,0.4123728,-0.006575554,0.007400107,0.3060002,0.9980765,0.004227626,0.008273118,0.06129425,0.05663106,-0.03514403,0.8418179,-0.2795042,0.1376337,-0.4407687,0.7827206,0.9274531,-0.1143362,0.9989913,-0.009650248,0.03635949,-0.02452283,-0.001714513,0.01170978,0.9995162,-0.00289376,0.03065887,0.004351275
0.222961,4.640256,0.9081523,-0.9990344,0.01729879,0.03542291,0.0193951,0.9993834,-0.01509676,-0.02644806,0.01747708,-0.0007435502,-0.3138808,0.9778114,-0.208637,0.002139924,0.01873279,-0.16919,0.02773731,0.8323061,-0.3613281,-0.1613138,0.3881836,0.9995263,-0.02486224,0.008481849,0.01603778,0.9993929,0.01428321,-0.001894001,0.03172146,0.518628,0.4149164,-0.005625512,0.007065327,0.3061028,0.99818,-0.002886406,0.007147011,0.05980948,0.03067181,-0.03882945,0.8410667,-0.2811719,0.138862,-0.4407567,0.7686434,0.9346718,-0.1015941,0.9990805,-0.008886801,0.03395361,-0.02462566,-0.004875098,0.01133361,0.999503,-0.002028164,0.03126486,0.003491258
0.2225941,4.648017,0.9098068,-0.9991589,0.01632873,0.03397288,0.01614782,0.9993588,-0.01540532,-0.02700051,0.01776409,-0.003311994,-0.3131121,0.9789761,-0.2033461,0.001621301,0.01592411,-0.1776995,0.02299619,0.8334642,-0.3561702,-0.1597425,0.3911043,0.9995712,-0.02353066,0.008317818,0.01531582,0.9994367,0.01499557,-0.0009284148,0.03000936,0.511484,0.4156716,-0.004785189,0.006673321,0.3063496,0.9982202,-0.01033695,0.006497832,0.05837289,0.005177631,-0.04195729,0.8404093,-0.2827868,0.1401006,-0.4405855,0.7545656,0.9400321,-0.08944951,0.999163,-0.008137717,0.03153971,-0.02474467,-0.007535018,0.01102206,0.9994856,-0.001255072,0.03193616,0.002672952
0.2221915,4.655752,0.9114906,-0.9992636,0.01521001,0.03274101,0.01299694,0.9993337,-0.01577125,-0.02759325,0.01794177,-0.005722832,-0.3121253,0.9802415,-0.197341,0.001609217,0.01343455,-0.1867306,0.0170103,0.8344268,-0.3510439,-0.1582956,0.3942622,0.999611,-0.02211603,0.008251307,0.01485876,0.9994769,0.01562993,0.0002101518,0.02831227,0.5044987,0.414388,-0.004125343,0.006120817,0.3065212,0.9981974,-0.01765336,0.005801773,0.05706641,-0.02141845,-0.04612248,0.8398389,-0.2840282,0.1412801,-0.4404981,0.7395159,0.9434556,-0.07934346,0.9992344,-0.007291026,0.02922334,-0.02497013,-0.01041296,0.01111814,0.999468,-0.0005307584,0.03256753,0.001686153
0.2217505,4.663491,0.9131997,-0.9993448,0.01427833,0.031691,0.0100901,0.9993077,-0.01611679,-0.02814543,0.01822698,-0.007931711,-0.3111419,0.9815599,-0.1908155,0.001641229,0.01126382,-0.1963655,0.01067827,0.8352661,-0.3460055,-0.1568781,0.3974921,0.9996389,-0.02097006,0.008196531,0.01466737,0.9995152,0.01630806,0.00123326,0.0264921,0.4976051,0.4105864,-0.00341105,0.0056331,0.3066129,0.9980986,-0.02540801,0.005391894,0.05589886,-0.04711437,-0.04979589,0.8393397,-0.2852519,0.1424474,-0.4402829,0.7242154,0.945869,-0.06957244,0.9993002,-0.006456605,0.02690726,-0.02516855,-0.01279238,0.01136706,0.9994466,0.0001443138,0.03325488,0.0007318349
0.2212799,4.67122,0.9148942,-0.999409,0.01319491,0.03090394,0.007254252,0.9992815,-0.01635527,-0.02881102,0.01841138,-0.009726315,-0.3099888,0.9829863,-0.183423,0.001960898,0.009489844,-0.2066645,0.003155089,0.8359303,-0.3410462,-0.1555988,0.4008704,0.9996635,-0.01973864,0.008193863,0.01470293,0.999548,0.01692216,0.002511581,0.02472188,0.4914508,0.4042573,-0.002602571,0.005215505,0.306455,0.9979365,-0.03300101,0.004725948,0.0548746,-0.07323544,-0.05451567,0.8388693,-0.2862251,0.143595,-0.4401749,0.7081112,0.9469025,-0.0618003,0.9993591,-0.005549872,0.02457939,-0.02542533,-0.01536902,0.01207339,0.999424,0.0006779205,0.03392679,-0.0002911677
0.2207852,4.678957,0.9165801,-0.9994551,0.01234232,0.03026532,0.004609871,0.9992537,-0.01670459,-0.02937041,0.01871568,-0.01119215,-0.3088767,0.9844297,-0.1755837,0.002157678,0.00798918,-0.2174235,-0.004480806,0.8365014,-0.3361675,-0.1543715,0.40426,0.9996787,-0.0188026,0.008171625,0.01490583,0.9995766,0.0175696,0.003610025,0.0229084,0.4856905,0.3954645,-0.001777031,0.004896246,0.3061438,0.9976918,-0.04104421,0.004201431,0.05393428,-0.09852158,-0.05869398,0.8384452,-0.2872102,0.1447123,-0.4399753,0.6916977,0.9472515,-0.05427523,0.999414,-0.004684434,0.02224382,-0.02559118,-0.01757848,0.0128724,0.9993988,0.001209328,0.03462729,-0.001259869
0.2202847,4.686679,0.9182303,-0.9994906,0.01133173,0.02976438,0.002036957,0.9992262,-0.01683647,-0.03011047,0.01889374,-0.01223047,-0.3076338,0.9859302,-0.1670011,0.002604655,0.006746248,-0.2283635,-0.01299713,0.8369563,-0.3313536,-0.1532829,0.4076926,0.9996942,-0.01773355,0.008172035,0.01517357,0.9995981,0.01814623,0.004955066,0.02120507,0.4808228,0.3845702,-0.000990251,0.004610976,0.3056276,0.9973895,-0.04889599,0.003452501,0.05302271,-0.1234881,-0.06371845,0.8380274,-0.2879581,0.1458496,-0.439907,0.6747012,0.9461312,-0.04850045,0.9994628,-0.003789093,0.01987343,-0.02578182,-0.01989074,0.01400325,0.9993719,0.001537358,0.03533543,-0.002209597
0.219783,4.694395,0.9198597,-0.9995151,0.01057072,0.02928614,-0.0003742655,0.9991968,-0.01717764,-0.03068014,0.01921757,-0.01296151,-0.3064564,0.9873811,-0.1582366,0.002862652,0.005619014,-0.2391606,-0.02129324,0.8373681,-0.3265808,-0.15225,0.4110713,0.9997036,-0.01693806,0.008147595,0.01547386,0.9996152,0.01874526,0.006093679,0.01951809,0.476356,0.3720336,-0.0001690862,0.004396347,0.3050332,0.9969999,-0.05719521,0.00284686,0.05207478,-0.1476718,-0.06817124,0.8376446,-0.2887232,0.1469312,-0.4397745,0.6574304,0.944157,-0.04282616,0.9995083,-0.002959952,0.01749688,-0.02585243,-0.02189669,0.01505143,0.9993439,0.001891712,0.03603717,-0.003088688
0.2192926,4.702074,0.9214507,-0.999534,0.009666635,0.02882988,-0.002669853,0.999168,-0.01721148,-0.03145611,0.0194286,-0.01338947,-0.305165,0.9888216,-0.1489924,0.003438086,0.004606772,-0.2495413,-0.03008532,0.8377207,-0.3218491,-0.1513399,0.4144073,0.9997149,-0.01597747,0.008196808,0.01573689,0.999625,0.01926479,0.007451512,0.0179771,0.4728145,0.3582125,0.0005031427,0.004123276,0.3043614,0.9965534,-0.06533527,0.002151293,0.05106953,-0.1711122,-0.07346863,0.8372595,-0.2892637,0.1480066,-0.4397921,0.6397299,0.9405806,-0.0386635,0.9995456,-0.002118896,0.01512212,-0.02598659,-0.0239889,0.01632668,0.9993144,0.001993103,0.03676255,-0.003911491
0.2188141,4.70973,0.9230182,-0.9995464,0.00899261,0.02833251,-0.004839773,0.9991377,-0.01753597,-0.03202703,0.01976286,-0.0136159,-0.3039642,0.9901651,-0.1398037,0.003890916,0.003601565,-0.2592607,-0.03837416,0.8380604,-0.31717,-0.1505123,0.417617,0.9997223,-0.01524132,0.008205635,0.01599001,0.9996314,0.0197892,0.008603821,0.01647425,0.4699596,0.3435791,0.001003884,0.003894071,0.303697,0.9960144,-0.07386088,0.001590021,0.04997454,-0.1936339,-0.07823812,0.8369085,-0.2898175,0.1489771,-0.439768,0.6217676,0.9359515,-0.03460276,0.9995795,-0.001338556,0.01273964,-0.02601144,-0.02578619,0.01738859,0.999285,0.002158269,0.03745938,-0.004659045
0.2183527,4.717342,0.9245375,-0.9995542,0.008179449,0.02786313,-0.006937567,0.9991084,-0.01747347,-0.03282268,0.01999447,-0.01362401,-0.3026943,0.991452,-0.1303613,0.004644853,0.002686303,-0.2679493,-0.04685995,0.8383625,-0.3125612,-0.1498574,0.4207095,0.9997315,-0.01432644,0.008282781,0.01622117,0.9996311,0.02023896,0.009984558,0.01511029,0.4684914,0.3283729,0.001006653,0.003631797,0.3029555,0.9954185,-0.08219078,0.0009296662,0.04884465,-0.2148531,-0.0839407,0.8365346,-0.2901953,0.1499313,-0.4399059,0.6035101,0.9297369,-0.03220346,0.9996059,-0.0005490606,0.01032971,-0.02609707,-0.0276685,0.01861276,0.9992544,0.002044429,0.03818206,-0.005343401
0.2179065,4.724934,0.9260154,-0.9995557,0.007579697,0.02740204,-0.008947897,0.9990776,-0.01777359,-0.03338902,0.02032561,-0.01350469,-0.3014994,0.9926225,-0.1211161,0.005309131,0.001813716,-0.2750501,-0.05477128,0.8386557,-0.3080294,-0.1493051,0.4236539,0.9997367,-0.01362854,0.008319085,0.01647684,0.9996287,0.0206902,0.01114758,0.01378961,0.4679543,0.312841,0.0004625763,0.003406484,0.3022076,0.9947253,-0.09081416,0.0003791734,0.04768869,-0.2351423,-0.08911352,0.8361877,-0.2905994,0.1507543,-0.4400173,0.5850057,0.9225839,-0.02986095,0.9996284,0.0001995767,0.007912335,-0.02608695,-0.02931174,0.01964668,0.9992246,0.00203769,0.03886573,-0.005960787
0.217477,4.732485,0.9274117,-0.9995508,0.006822361,0.02705593,-0.0109369,0.9990484,-0.01759974,-0.03420909,0.02054768,-0.01317258,-0.3002236,0.9937156,-0.1117542,0.006238272,0.001115441,-0.2801792,-0.06273287,0.8389177,-0.3035696,-0.1489231,0.4264792,0.9997429,-0.01273138,0.008375988,0.01678969,0.9996201,0.02106108,0.01255843,0.01258552,0.468894,0.2972478,-0.0006033336,0.003156009,0.301299,0.9939803,-0.0991534,-0.0002969409,0.04660177,-0.2539511,-0.09528908,0.8358039,-0.2908782,0.1515604,-0.4402854,0.5664231,0.9140514,-0.02913569,0.999644,0.0009460957,0.005446472,-0.02610355,-0.03100355,0.02081513,0.9991941,0.001758377,0.03956813,-0.006504791
0.2170655,4.740031,0.9287269,-0.9995386,0.006262654,0.02679636,-0.01285942,0.9990178,-0.01786448,-0.03476811,0.02086606,-0.01274401,-0.2989713,0.9946889,-0.1026802,0.007096795,0.0005462241,-0.2829922,-0.07000796,0.839169,-0.2991899,-0.1486375,0.4291711,0.9997448,-0.01205865,0.008404924,0.01715582,0.9996102,0.02144933,0.01373242,0.01143144,0.4707164,0.2817228,-0.001832859,0.002926824,0.3003215,0.9931384,-0.1076943,-0.0008701268,0.0455784,-0.2720606,-0.1009138,0.8354447,-0.2911924,0.1522246,-0.4405302,0.5476308,0.9047876,-0.02837401,0.9996555,0.001661897,0.002972634,-0.02602333,-0.03252058,0.02188681,0.9991648,0.001618443,0.04022676,-0.006996829
0.2166764,4.747552,0.9299218,-0.9995198,0.005557717,0.02667694,-0.01475599,0.9989892,-0.017567,-0.03559927,0.02108957,-0.0121518,-0.297593,0.9955771,-0.09358782,0.008220345,0.0001907722,-0.2840028,-0.07707056,0.8393929,-0.294885,-0.1485027,0.4317515,0.9997472,-0.01120893,0.008453124,0.01756457,0.9995944,0.02176396,0.01514957,0.01038617,0.4739077,0.2665063,-0.003440946,0.002645312,0.2991425,0.9922526,-0.1159197,-0.001514537,0.04466491,-0.2886236,-0.1074327,0.8350417,-0.291437,0.1528616,-0.4409117,0.528899,0.894458,-0.02898334,0.9996601,0.002361384,0.0004720867,-0.02595942,-0.03406328,0.02314554,0.9991355,0.001203516,0.04088906,-0.007406258
0.2163133,4.755078,0.9310011,-0.9994949,0.00500423,0.02663159,-0.01660616,0.9989591,-0.01778339,-0.03614779,0.02139448,-0.01150973,-0.2961994,0.9963543,-0.08480362,0.009302997,-3.985766E-05,-0.2837311,-0.08344827,0.8396145,-0.2906716,-0.1484535,0.4341879,0.9997466,-0.01054927,0.008472829,0.01799029,0.9995783,0.02209913,0.01632114,0.009406058,0.477997,0.2517177,-0.005117239,0.002367577,0.297906,0.991285,-0.1242241,-0.002060838,0.04379718,-0.3045918,-0.1133575,0.834667,-0.2917162,0.1533715,-0.4412595,0.5100472,0.8835718,-0.02944751,0.9996607,0.00303739,-0.002034501,-0.02579115,-0.03545376,0.02429999,0.9991076,0.0009569547,0.04150637,-0.007766448
0.2159798,4.762593,0.9319412,-0.9994654,0.004343023,0.0266699,-0.01840485,0.9989311,-0.01737745,-0.03697474,0.02162329,-0.01082457,-0.2946879,0.9970461,-0.07606798,0.01061598,-0.0001124873,-0.2830829,-0.08950125,0.8398246,-0.286599,-0.1485664,0.4364445,0.9997469,-0.009762594,0.008534252,0.01838265,0.9995561,0.02237663,0.01771945,0.008532574,0.4837542,0.2374685,-0.007302902,0.00204365,0.2965597,0.9902856,-0.132212,-0.002590697,0.04298554,-0.3183643,-0.1199073,0.8342496,-0.2919712,0.1539323,-0.4416846,0.4915168,0.8718007,-0.03100149,0.9996536,0.003691702,-0.004533033,-0.02566131,-0.03684566,0.02566735,0.9990816,0.0004132671,0.0420857,-0.008034541
0.2156766,4.770124,0.9327498,-0.9994321,0.003805523,0.02673034,-0.02016218,0.998902,-0.01754221,-0.03750938,0.02191227,-0.01013567,-0.2931573,0.9976404,-0.06761692,0.01189992,-0.0001156074,-0.2825744,-0.09503721,0.8400472,-0.2826491,-0.1487611,0.4385205,0.9997455,-0.009144903,0.008567498,0.01875752,0.9995353,0.02265871,0.01886684,0.007734286,0.4906293,0.2237885,-0.009490011,0.001712413,0.2952389,0.9892261,-0.1401628,-0.00301378,0.04215523,-0.3313981,-0.1258344,0.8338651,-0.2922591,0.1544137,-0.442052,0.473028,0.8594348,-0.03234078,0.9996423,0.00433459,-0.007026462,-0.02543694,-0.03808182,0.02685255,0.9990568,6.401211E-05,0.04263037,-0.008257407
0.2154039,4.777656,0.9334139,-0.9993962,0.003218686,0.02683001,-0.02184053,0.9988749,-0.01705663,-0.03831821,0.02212878,-0.009456743,-0.2915592,0.9981534,-0.05926465,0.01332537,-1.985629E-05,-0.2826633,-0.1002325,0.8402779,-0.2788632,-0.1491185,0.4403771,0.999745,-0.008454812,0.008646467,0.01907081,0.9995085,0.02288995,0.02023894,0.007015219,0.499252,0.2106971,-0.01223172,0.001351273,0.2939162,0.9881433,-0.1478266,-0.003357551,0.0413373,-0.3418182,-0.1321655,0.8334486,-0.292552,0.1550291,-0.4424283,0.4550619,0.8462351,-0.03444625,0.9996237,0.004933721,-0.009485434,-0.02525997,-0.03926378,0.02820662,0.9990364,-0.0005821699,0.0430791,-0.008380007
